experiment_id,dataset,num_gpus,strategy,model_name,dataset_fraction,batch_size,num_iterations,dim,n_layers,n_heads,total_time_s,training_time_s,dataset_size_bytes,success,error_msg,gpu_0_max_util_%,gpu_0_max_mem_mib,gpu_1_max_util_%,gpu_1_max_mem_mib
1,bookcorpus,1,SingleGPU,small,0.05,16,128,256,2,16,31.14461789733343,5.7613,4835329162.0,True,,70,1939,,
2,bookcorpus,1,SingleGPU,small,0.05,16,512,256,2,16,23.75173551486068,17.8499,4835329162.0,True,,104,2187,,
3,bookcorpus,1,SingleGPU,small,0.05,16,1024,256,2,16,33.37698711938624,23.3859,4835329162.0,True,,77,1890,,
4,bookcorpus,1,SingleGPU,small,0.05,32,128,256,2,16,15.634255453619817,6.9152,4835329162.0,True,,79,3750,,
5,bookcorpus,1,SingleGPU,small,0.05,32,512,256,2,16,31.254923144241417,22.5501,4835329162.0,True,,80,3297,,
6,bookcorpus,1,SingleGPU,small,0.05,32,1024,256,2,16,44.556497388513655,47.6517,4835329162.0,True,,74,3636,,
7,bookcorpus,1,SingleGPU,small,0.05,64,128,256,2,16,19.29568884919297,11.9984,4835329162.0,True,,87,5431,,
8,bookcorpus,1,SingleGPU,small,0.05,64,512,256,2,16,55.88779252012526,46.0304,4835329162.0,True,,110,7197,,
9,bookcorpus,1,SingleGPU,small,0.05,64,1024,256,2,16,101.3795759514796,91.7657,4835329162.0,True,,73,7312,,
10,bookcorpus,1,SingleGPU,base,0.05,16,128,512,4,32,21.86375832056001,12.0789,4835329162.0,True,,96,2613,,
11,bookcorpus,1,SingleGPU,base,0.05,16,512,512,4,32,47.315259396762514,37.8316,4835329162.0,True,,96,2533,,
12,bookcorpus,1,SingleGPU,base,0.05,16,1024,512,4,32,78.70136142121662,75.7281,4835329162.0,True,,82,2586,,
13,bookcorpus,1,SingleGPU,base,0.05,32,128,512,4,32,26.44896681799525,15.7828,4835329162.0,True,,128,4638,,
14,bookcorpus,1,SingleGPU,base,0.05,32,512,512,4,32,75.51253787769583,67.8293,4835329162.0,True,,87,4653,,
15,bookcorpus,1,SingleGPU,base,0.05,32,1024,512,4,32,137.20507546797094,135.6404,4835329162.0,True,,85,4545,,
16,bookcorpus,1,SingleGPU,base,0.05,64,128,512,4,32,43.12050068744201,32.3243,4835329162.0,True,,97,7104,,
17,bookcorpus,1,SingleGPU,base,0.05,64,512,512,4,32,157.34967987211184,144.0245,4835329162.0,True,,103,9133,,
18,bookcorpus,1,SingleGPU,base,0.05,64,1024,512,4,32,245.29516214912294,282.7695,4835329162.0,True,,81,7798,,
19,bookcorpus,1,SingleGPU,large,0.05,16,128,1028,8,64,68.7907274810918,44.6423,4835329162.0,True,,108,5970,,
20,bookcorpus,1,SingleGPU,large,0.05,16,512,1028,8,64,161.79850718393467,169.4431,4835329162.0,True,,76,6750,,
21,bookcorpus,1,SingleGPU,large,0.05,16,1024,1028,8,64,394.3848297599199,317.1979,4835329162.0,True,,99,4521,,
22,bookcorpus,1,SingleGPU,large,0.05,32,128,1028,8,64,76.72303076664873,77.7612,4835329162.0,True,,91,10225,,
23,bookcorpus,1,SingleGPU,large,0.05,32,512,1028,8,64,312.9114589611002,310.6921,4835329162.0,True,,85,11403,,
24,bookcorpus,1,SingleGPU,large,0.05,32,1024,1028,8,64,599.4043128012105,632.7682,4835329162.0,True,,77,9603,,
25,bookcorpus,1,SingleGPU,large,0.05,64,128,1028,8,64,127.24387005118129,141.2768,4835329162.0,True,,83,14395,,
26,bookcorpus,1,SingleGPU,large,0.05,64,512,1028,8,64,621.4427611328275,550.3108,4835329162.0,True,,82,17194,,
27,bookcorpus,1,SingleGPU,large,0.05,64,1024,1028,8,64,1306.174133598045,1205.1051,4835329162.0,True,,85,17349,,
28,bookcorpus,2,DP,small,0.05,16,128,256,2,16,30.757815873110097,4.9286,4835329162.0,True,,74,2059,80.0,1846.0
29,bookcorpus,2,TP,small,0.05,16,128,256,2,16,51.15918258087361,16.3834,4835329162.0,True,,38,2398,81.0,2384.0
30,bookcorpus,2,DP,small,0.05,16,512,256,2,16,38.59560348710148,23.0052,4835329162.0,True,,82,2202,88.0,2276.0
31,bookcorpus,2,TP,small,0.05,16,512,256,2,16,87.46867480040027,52.1281,4835329162.0,True,,96,2783,78.0,2670.0
32,bookcorpus,2,DP,small,0.05,16,1024,256,2,16,53.480293903462915,39.2937,4835329162.0,True,,83,2140,67.0,2703.0
33,bookcorpus,2,TP,small,0.05,16,1024,256,2,16,143.7273213595156,103.4115,4835329162.0,True,,79,2896,62.0,2216.0
34,bookcorpus,2,DP,small,0.05,32,128,256,2,16,31.735153343043503,6.9282,4835329162.0,True,,88,3692,80.0,4035.0
35,bookcorpus,2,TP,small,0.05,32,128,256,2,16,58.80301379258876,13.2228,4835329162.0,True,,71,5069,91.0,5063.0
36,bookcorpus,2,DP,small,0.05,32,512,256,2,16,47.25832700066468,27.8101,4835329162.0,True,,70,3603,69.0,3342.0
37,bookcorpus,2,TP,small,0.05,32,512,256,2,16,75.47889848179433,41.9694,4835329162.0,True,,84,5773,80.0,4679.0
38,bookcorpus,2,DP,small,0.05,32,1024,256,2,16,87.23310814176209,56.599,4835329162.0,True,,75,3027,93.0,3616.0
39,bookcorpus,2,TP,small,0.05,32,1024,256,2,16,157.65557952057785,95.6562,4835329162.0,True,,77,5019,73.0,4776.0
40,bookcorpus,2,DP,small,0.05,64,128,256,2,16,34.49628470595476,14.0476,4835329162.0,True,,108,6494,92.0,6387.0
41,bookcorpus,2,TP,small,0.05,64,128,256,2,16,60.60971645267734,17.9035,4835329162.0,True,,75,8691,82.0,10191.0
42,bookcorpus,2,DP,small,0.05,64,512,256,2,16,61.137522982580194,44.3106,4835329162.0,True,,81,6728,103.0,8038.0
43,bookcorpus,2,TP,small,0.05,64,512,256,2,16,108.17237636651514,82.5126,4835329162.0,True,,86,10620,79.0,10787.0
44,bookcorpus,2,DP,small,0.05,64,1024,256,2,16,116.03835086494463,88.2284,4835329162.0,True,,101,7045,82.0,6061.0
45,bookcorpus,2,TP,small,0.05,64,1024,256,2,16,188.83047941198973,151.7297,4835329162.0,True,,78,9233,79.0,8227.0
46,bookcorpus,2,DP,base,0.05,16,128,512,4,32,37.33273169975136,13.7114,4835329162.0,True,,90,3330,78.0,2857.0
47,bookcorpus,2,TP,base,0.05,16,128,512,4,32,61.158631023088375,22.0198,4835329162.0,True,,98,3048,88.0,2927.0
48,bookcorpus,2,DP,base,0.05,16,512,512,4,32,53.830670018632844,41.5122,4835329162.0,True,,99,2425,82.0,3232.0
49,bookcorpus,2,TP,base,0.05,16,512,512,4,32,136.22767460910035,90.2111,4835329162.0,True,,86,3266,64.0,3123.0
50,bookcorpus,2,DP,base,0.05,16,1024,512,4,32,103.13676146823097,70.4561,4835329162.0,True,,80,3511,73.0,2756.0
51,bookcorpus,2,TP,base,0.05,16,1024,512,4,32,216.40178333143325,174.8525,4835329162.0,True,,83,2884,101.0,2394.0
